,user,Gender,Age,Income,Kmean cluster,Ad,Ad category,Ad type,Cat_rating,Feedback,OCEAN cluster
10321,U0002,F,26,1,5,Cat6_12,6,Rich Media,1,Neg,5
10441,U0002,F,26,1,5,Cat6_13,6,Rich Media,2,Neg,5
10561,U0002,F,26,1,5,Cat6_14,6,Rich Media,1,Neg,5
10681,U0002,F,26,1,5,Cat6_15,6,Rich Media,3,Neg,5
10801,U0002,F,26,1,5,Cat7_1,7,Text,1,Neg,5
10921,U0002,F,26,1,5,Cat7_2,7,Text,5,Pos,5
11041,U0002,F,26,1,5,Cat7_3,7,Text,5,Pos,5
11161,U0002,F,26,1,5,Cat7_4,7,Text,2,Neg,5
11281,U0002,F,26,1,5,Cat7_5,7,Text,1,Neg,5
11401,U0002,F,26,1,5,Cat7_6,7,Image,1,Neg,5
11521,U0002,F,26,1,5,Cat7_7,7,Image,1,Neg,5
11641,U0002,F,26,1,5,Cat7_8,7,Image,1,Neg,5
11761,U0002,F,26,1,5,Cat7_9,7,Image,1,Neg,5
11881,U0002,F,26,1,5,Cat7_10,7,Image,1,Neg,5
12001,U0002,F,26,1,5,Cat7_11,7,Rich Media,1,Neg,5
12121,U0002,F,26,1,5,Cat7_12,7,Rich Media,1,Neg,5
12241,U0002,F,26,1,5,Cat7_13,7,Rich Media,4,Pos,5
12361,U0002,F,26,1,5,Cat7_14,7,Rich Media,1,Neg,5
12481,U0002,F,26,1,5,Cat7_15,7,Rich Media,1,Neg,5
12601,U0002,F,26,1,5,Cat8_1,8,Text,1,Neg,5
12721,U0002,F,26,1,5,Cat8_2,8,Text,1,Neg,5
12841,U0002,F,26,1,5,Cat8_3,8,Text,1,Neg,5
12961,U0002,F,26,1,5,Cat8_4,8,Text,1,Neg,5
13081,U0002,F,26,1,5,Cat8_5,8,Text,1,Neg,5
13201,U0002,F,26,1,5,Cat8_6,8,Image,1,Neg,5
13321,U0002,F,26,1,5,Cat8_7,8,Image,1,Neg,5
13441,U0002,F,26,1,5,Cat8_8,8,Image,1,Neg,5
13561,U0002,F,26,1,5,Cat8_9,8,Image,1,Neg,5
13681,U0002,F,26,1,5,Cat8_10,8,Image,1,Neg,5
13801,U0002,F,26,1,5,Cat8_11,8,Rich Media,1,Neg,5
13921,U0002,F,26,1,5,Cat8_12,8,Rich Media,1,Neg,5
14041,U0002,F,26,1,5,Cat8_13,8,Rich Media,1,Neg,5
14161,U0002,F,26,1,5,Cat8_14,8,Rich Media,1,Neg,5
14281,U0002,F,26,1,5,Cat8_15,8,Rich Media,1,Neg,5
14401,U0002,F,26,1,5,Cat9_1,9,Text,3,Neg,5
14521,U0002,F,26,1,5,Cat9_2,9,Text,1,Neg,5
14641,U0002,F,26,1,5,Cat9_3,9,Text,1,Neg,5
14761,U0002,F,26,1,5,Cat9_4,9,Text,1,Neg,5
14881,U0002,F,26,1,5,Cat9_5,9,Text,1,Neg,5
15001,U0002,F,26,1,5,Cat9_6,9,Image,1,Neg,5
15121,U0002,F,26,1,5,Cat9_7,9,Image,1,Neg,5
15241,U0002,F,26,1,5,Cat9_8,9,Image,1,Neg,5
15361,U0002,F,26,1,5,Cat9_9,9,Image,1,Neg,5
15481,U0002,F,26,1,5,Cat9_10,9,Image,1,Neg,5
15601,U0002,F,26,1,5,Cat9_11,9,Rich Media,1,Neg,5
15721,U0002,F,26,1,5,Cat9_12,9,Rich Media,1,Neg,5
15841,U0002,F,26,1,5,Cat9_13,9,Rich Media,1,Neg,5
15961,U0002,F,26,1,5,Cat9_14,9,Rich Media,1,Neg,5
16081,U0002,F,26,1,5,Cat9_15,9,Rich Media,3,Neg,5
16201,U0002,F,26,1,5,Cat10_1,10,Text,1,Neg,5
16321,U0002,F,26,1,5,Cat10_2,10,Text,1,Neg,5
16441,U0002,F,26,1,5,Cat10_3,10,Text,1,Neg,5
16561,U0002,F,26,1,5,Cat10_4,10,Text,1,Neg,5
16681,U0002,F,26,1,5,Cat10_5,10,Text,3,Neg,5
16801,U0002,F,26,1,5,Cat10_6,10,Image,1,Neg,5
16921,U0002,F,26,1,5,Cat10_7,10,Image,1,Neg,5
17041,U0002,F,26,1,5,Cat10_8,10,Image,1,Neg,5
17161,U0002,F,26,1,5,Cat10_9,10,Image,1,Neg,5
17281,U0002,F,26,1,5,Cat10_10,10,Image,1,Neg,5
17401,U0002,F,26,1,5,Cat10_11,10,Rich Media,4,Pos,5
17521,U0002,F,26,1,5,Cat10_12,10,Rich Media,1,Neg,5
17641,U0002,F,26,1,5,Cat10_13,10,Rich Media,1,Neg,5
17761,U0002,F,26,1,5,Cat10_14,10,Rich Media,1,Neg,5
17881,U0002,F,26,1,5,Cat10_15,10,Rich Media,1,Neg,5
18001,U0002,F,26,1,5,Cat11_1,11,Text,1,Neg,5
18121,U0002,F,26,1,5,Cat11_2,11,Text,1,Neg,5
18241,U0002,F,26,1,5,Cat11_3,11,Text,2,Neg,5
18361,U0002,F,26,1,5,Cat11_4,11,Text,3,Neg,5
18481,U0002,F,26,1,5,Cat11_5,11,Text,4,Pos,5
18601,U0002,F,26,1,5,Cat11_6,11,Image,4,Pos,5
18721,U0002,F,26,1,5,Cat11_7,11,Image,1,Neg,5
18841,U0002,F,26,1,5,Cat11_8,11,Image,1,Neg,5
18961,U0002,F,26,1,5,Cat11_9,11,Image,1,Neg,5
19081,U0002,F,26,1,5,Cat11_10,11,Image,2,Neg,5
19201,U0002,F,26,1,5,Cat11_11,11,Rich Media,3,Neg,5
19321,U0002,F,26,1,5,Cat11_12,11,Rich Media,1,Neg,5
19441,U0002,F,26,1,5,Cat11_13,11,Rich Media,3,Neg,5
19561,U0002,F,26,1,5,Cat11_14,11,Rich Media,4,Pos,5
19681,U0002,F,26,1,5,Cat11_15,11,Rich Media,2,Neg,5
19801,U0002,F,26,1,5,Cat12_1,12,Text,1,Neg,5
19921,U0002,F,26,1,5,Cat12_2,12,Text,1,Neg,5
20041,U0002,F,26,1,5,Cat12_3,12,Text,1,Neg,5
20161,U0002,F,26,1,5,Cat12_4,12,Text,1,Neg,5
20281,U0002,F,26,1,5,Cat12_5,12,Text,1,Neg,5
20401,U0002,F,26,1,5,Cat12_6,12,Image,1,Neg,5
20521,U0002,F,26,1,5,Cat12_7,12,Image,1,Neg,5
20641,U0002,F,26,1,5,Cat12_8,12,Image,1,Neg,5
20761,U0002,F,26,1,5,Cat12_9,12,Image,1,Neg,5
20881,U0002,F,26,1,5,Cat12_10,12,Image,1,Neg,5
21001,U0002,F,26,1,5,Cat12_11,12,Rich Media,1,Neg,5
21121,U0002,F,26,1,5,Cat12_12,12,Rich Media,1,Neg,5
21241,U0002,F,26,1,5,Cat12_13,12,Rich Media,1,Neg,5
21361,U0002,F,26,1,5,Cat12_14,12,Rich Media,1,Neg,5
21481,U0002,F,26,1,5,Cat12_15,12,Rich Media,1,Neg,5
21601,U0002,F,26,1,5,Cat13_1,13,Text,1,Neg,5
21721,U0002,F,26,1,5,Cat13_2,13,Text,1,Neg,5
21841,U0002,F,26,1,5,Cat13_3,13,Text,2,Neg,5
21961,U0002,F,26,1,5,Cat13_4,13,Text,1,Neg,5
22081,U0002,F,26,1,5,Cat13_5,13,Text,1,Neg,5
22201,U0002,F,26,1,5,Cat13_6,13,Image,1,Neg,5
22321,U0002,F,26,1,5,Cat13_7,13,Image,1,Neg,5
22441,U0002,F,26,1,5,Cat13_8,13,Image,1,Neg,5
22561,U0002,F,26,1,5,Cat13_9,13,Image,1,Neg,5
22681,U0002,F,26,1,5,Cat13_10,13,Image,1,Neg,5
22801,U0002,F,26,1,5,Cat13_11,13,Rich Media,3,Neg,5
22921,U0002,F,26,1,5,Cat13_12,13,Rich Media,2,Neg,5
23041,U0002,F,26,1,5,Cat13_13,13,Rich Media,3,Neg,5
23161,U0002,F,26,1,5,Cat13_14,13,Rich Media,1,Neg,5
23281,U0002,F,26,1,5,Cat13_15,13,Rich Media,1,Neg,5
23401,U0002,F,26,1,5,Cat14_1,14,Text,3,Neg,5
23521,U0002,F,26,1,5,Cat14_2,14,Text,1,Neg,5
23641,U0002,F,26,1,5,Cat14_3,14,Text,1,Neg,5
23761,U0002,F,26,1,5,Cat14_4,14,Text,1,Neg,5
23881,U0002,F,26,1,5,Cat14_5,14,Text,3,Neg,5
24001,U0002,F,26,1,5,Cat14_6,14,Image,1,Neg,5
24121,U0002,F,26,1,5,Cat14_7,14,Image,1,Neg,5
24241,U0002,F,26,1,5,Cat14_8,14,Image,1,Neg,5
24361,U0002,F,26,1,5,Cat14_9,14,Image,1,Neg,5
24481,U0002,F,26,1,5,Cat14_10,14,Image,1,Neg,5
24601,U0002,F,26,1,5,Cat14_11,14,Rich Media,2,Neg,5
24721,U0002,F,26,1,5,Cat14_12,14,Rich Media,1,Neg,5
24841,U0002,F,26,1,5,Cat14_13,14,Rich Media,2,Neg,5
24961,U0002,F,26,1,5,Cat14_14,14,Rich Media,1,Neg,5
25081,U0002,F,26,1,5,Cat14_15,14,Rich Media,2,Neg,5
25201,U0002,F,26,1,5,Cat15_1,15,Text,1,Neg,5
25321,U0002,F,26,1,5,Cat15_2,15,Text,1,Neg,5
25441,U0002,F,26,1,5,Cat15_3,15,Text,1,Neg,5
25561,U0002,F,26,1,5,Cat15_4,15,Text,1,Neg,5
25681,U0002,F,26,1,5,Cat15_5,15,Text,1,Neg,5
25801,U0002,F,26,1,5,Cat15_6,15,Image,2,Neg,5
25921,U0002,F,26,1,5,Cat15_7,15,Image,2,Neg,5
26041,U0002,F,26,1,5,Cat15_8,15,Image,2,Neg,5
26161,U0002,F,26,1,5,Cat15_9,15,Image,2,Neg,5
26281,U0002,F,26,1,5,Cat15_10,15,Image,4,Pos,5
26401,U0002,F,26,1,5,Cat15_11,15,Rich Media,2,Neg,5
26521,U0002,F,26,1,5,Cat15_12,15,Rich Media,1,Neg,5
26641,U0002,F,26,1,5,Cat15_13,15,Rich Media,1,Neg,5
26761,U0002,F,26,1,5,Cat15_14,15,Rich Media,2,Neg,5
26881,U0002,F,26,1,5,Cat15_15,15,Rich Media,1,Neg,5
27001,U0002,F,26,1,5,Cat16_1,16,Text,1,Neg,5
27121,U0002,F,26,1,5,Cat16_2,16,Text,1,Neg,5
27241,U0002,F,26,1,5,Cat16_3,16,Text,1,Neg,5
27361,U0002,F,26,1,5,Cat16_4,16,Text,1,Neg,5
27481,U0002,F,26,1,5,Cat16_5,16,Text,2,Neg,5
27601,U0002,F,26,1,5,Cat16_6,16,Image,3,Neg,5
27721,U0002,F,26,1,5,Cat16_7,16,Image,1,Neg,5
27841,U0002,F,26,1,5,Cat16_8,16,Image,1,Neg,5
27961,U0002,F,26,1,5,Cat16_9,16,Image,1,Neg,5
28081,U0002,F,26,1,5,Cat16_10,16,Image,1,Neg,5
28201,U0002,F,26,1,5,Cat16_11,16,Rich Media,1,Neg,5
28321,U0002,F,26,1,5,Cat16_12,16,Rich Media,2,Neg,5
28441,U0002,F,26,1,5,Cat16_13,16,Rich Media,1,Neg,5
28561,U0002,F,26,1,5,Cat16_14,16,Rich Media,1,Neg,5
28681,U0002,F,26,1,5,Cat16_15,16,Rich Media,1,Neg,5
28801,U0002,F,26,1,5,Cat17_1,17,Text,1,Neg,5
28921,U0002,F,26,1,5,Cat17_2,17,Text,1,Neg,5
29041,U0002,F,26,1,5,Cat17_3,17,Text,3,Neg,5
29161,U0002,F,26,1,5,Cat17_4,17,Text,1,Neg,5
29281,U0002,F,26,1,5,Cat17_5,17,Text,2,Neg,5
29401,U0002,F,26,1,5,Cat17_6,17,Image,4,Pos,5
29521,U0002,F,26,1,5,Cat17_7,17,Image,1,Neg,5
29641,U0002,F,26,1,5,Cat17_8,17,Image,1,Neg,5
29761,U0002,F,26,1,5,Cat17_9,17,Image,1,Neg,5
29881,U0002,F,26,1,5,Cat17_10,17,Image,1,Neg,5
30001,U0002,F,26,1,5,Cat17_11,17,Rich Media,1,Neg,5
30121,U0002,F,26,1,5,Cat17_12,17,Rich Media,1,Neg,5
30241,U0002,F,26,1,5,Cat17_13,17,Rich Media,1,Neg,5
30361,U0002,F,26,1,5,Cat17_14,17,Rich Media,1,Neg,5
30481,U0002,F,26,1,5,Cat17_15,17,Rich Media,1,Neg,5
30601,U0002,F,26,1,5,Cat18_1,18,Text,2,Neg,5
30721,U0002,F,26,1,5,Cat18_2,18,Text,1,Neg,5
30841,U0002,F,26,1,5,Cat18_3,18,Text,1,Neg,5
30961,U0002,F,26,1,5,Cat18_4,18,Text,2,Neg,5
31081,U0002,F,26,1,5,Cat18_5,18,Text,1,Neg,5
31201,U0002,F,26,1,5,Cat18_6,18,Image,3,Neg,5
31321,U0002,F,26,1,5,Cat18_7,18,Image,2,Neg,5
31441,U0002,F,26,1,5,Cat18_8,18,Image,1,Neg,5
31561,U0002,F,26,1,5,Cat18_9,18,Image,1,Neg,5
31681,U0002,F,26,1,5,Cat18_10,18,Image,1,Neg,5
31801,U0002,F,26,1,5,Cat18_11,18,Rich Media,1,Neg,5
31921,U0002,F,26,1,5,Cat18_12,18,Rich Media,1,Neg,5
32041,U0002,F,26,1,5,Cat18_13,18,Rich Media,1,Neg,5
32161,U0002,F,26,1,5,Cat18_14,18,Rich Media,1,Neg,5
32281,U0002,F,26,1,5,Cat18_15,18,Rich Media,1,Neg,5
32401,U0002,F,26,1,5,Cat19_1,19,Text,1,Neg,5
32521,U0002,F,26,1,5,Cat19_2,19,Text,1,Neg,5
32641,U0002,F,26,1,5,Cat19_3,19,Text,3,Neg,5
32761,U0002,F,26,1,5,Cat19_4,19,Text,4,Pos,5
32881,U0002,F,26,1,5,Cat19_5,19,Text,1,Neg,5
33001,U0002,F,26,1,5,Cat19_6,19,Image,2,Neg,5
33121,U0002,F,26,1,5,Cat19_7,19,Image,1,Neg,5
33241,U0002,F,26,1,5,Cat19_8,19,Image,1,Neg,5
33361,U0002,F,26,1,5,Cat19_9,19,Image,1,Neg,5
33481,U0002,F,26,1,5,Cat19_10,19,Image,1,Neg,5
33601,U0002,F,26,1,5,Cat19_11,19,Rich Media,3,Neg,5
33721,U0002,F,26,1,5,Cat19_12,19,Rich Media,1,Neg,5
33841,U0002,F,26,1,5,Cat19_13,19,Rich Media,2,Neg,5
33961,U0002,F,26,1,5,Cat19_14,19,Rich Media,1,Neg,5
34081,U0002,F,26,1,5,Cat19_15,19,Rich Media,1,Neg,5
34201,U0002,F,26,1,5,Cat20_1,20,Text,2,Neg,5
34321,U0002,F,26,1,5,Cat20_2,20,Text,1,Neg,5
34441,U0002,F,26,1,5,Cat20_3,20,Text,1,Neg,5
34561,U0002,F,26,1,5,Cat20_4,20,Text,1,Neg,5
34681,U0002,F,26,1,5,Cat20_5,20,Text,1,Neg,5
34801,U0002,F,26,1,5,Cat20_6,20,Image,1,Neg,5
34921,U0002,F,26,1,5,Cat20_7,20,Image,2,Neg,5
35041,U0002,F,26,1,5,Cat20_8,20,Image,2,Neg,5
35161,U0002,F,26,1,5,Cat20_9,20,Image,1,Neg,5
35281,U0002,F,26,1,5,Cat20_10,20,Image,1,Neg,5
35401,U0002,F,26,1,5,Cat20_11,20,Rich Media,1,Neg,5
35521,U0002,F,26,1,5,Cat20_12,20,Rich Media,1,Neg,5
35641,U0002,F,26,1,5,Cat20_13,20,Rich Media,1,Neg,5
35761,U0002,F,26,1,5,Cat20_14,20,Rich Media,1,Neg,5
35881,U0002,F,26,1,5,Cat20_15,20,Rich Media,1,Neg,5
2,U0003,M,22,1,4,Cat1_1,1,Text,4,Pos,4
122,U0003,M,22,1,4,Cat1_2,1,Text,3,Neg,4
242,U0003,M,22,1,4,Cat1_3,1,Text,1,Neg,4
362,U0003,M,22,1,4,Cat1_4,1,Text,5,Pos,4
482,U0003,M,22,1,4,Cat1_5,1,Text,2,Neg,4
602,U0003,M,22,1,4,Cat1_6,1,Image,1,Neg,4
722,U0003,M,22,1,4,Cat1_7,1,Image,1,Neg,4
842,U0003,M,22,1,4,Cat1_8,1,Image,1,Neg,4
962,U0003,M,22,1,4,Cat1_9,1,Image,3,Neg,4
1082,U0003,M,22,1,4,Cat1_10,1,Image,2,Neg,4
1202,U0003,M,22,1,4,Cat1_11,1,Rich Media,4,Pos,4
1322,U0003,M,22,1,4,Cat1_12,1,Rich Media,1,Neg,4
1442,U0003,M,22,1,4,Cat1_13,1,Rich Media,1,Neg,4
1562,U0003,M,22,1,4,Cat1_14,1,Rich Media,1,Neg,4
1682,U0003,M,22,1,4,Cat1_15,1,Rich Media,4,Pos,4
1802,U0003,M,22,1,4,Cat2_1,2,Text,2,Neg,4
1922,U0003,M,22,1,4,Cat2_2,2,Text,2,Neg,4
2042,U0003,M,22,1,4,Cat2_3,2,Text,3,Neg,4
2162,U0003,M,22,1,4,Cat2_4,2,Text,4,Pos,4
2282,U0003,M,22,1,4,Cat2_5,2,Text,3,Neg,4
2402,U0003,M,22,1,4,Cat2_6,2,Image,4,Pos,4
2522,U0003,M,22,1,4,Cat2_7,2,Image,3,Neg,4
2642,U0003,M,22,1,4,Cat2_8,2,Image,5,Pos,4
2762,U0003,M,22,1,4,Cat2_9,2,Image,2,Neg,4
2882,U0003,M,22,1,4,Cat2_10,2,Image,1,Neg,4
3002,U0003,M,22,1,4,Cat2_11,2,Rich Media,2,Neg,4
3122,U0003,M,22,1,4,Cat2_12,2,Rich Media,4,Pos,4
3242,U0003,M,22,1,4,Cat2_13,2,Rich Media,5,Pos,4
3362,U0003,M,22,1,4,Cat2_14,2,Rich Media,4,Pos,4
3482,U0003,M,22,1,4,Cat2_15,2,Rich Media,1,Neg,4
3602,U0003,M,22,1,4,Cat3_1,3,Text,1,Neg,4
3722,U0003,M,22,1,4,Cat3_2,3,Text,2,Neg,4
3842,U0003,M,22,1,4,Cat3_3,3,Text,1,Neg,4
3962,U0003,M,22,1,4,Cat3_4,3,Text,1,Neg,4
4082,U0003,M,22,1,4,Cat3_5,3,Text,1,Neg,4
4202,U0003,M,22,1,4,Cat3_6,3,Image,2,Neg,4
4322,U0003,M,22,1,4,Cat3_7,3,Image,2,Neg,4
4442,U0003,M,22,1,4,Cat3_8,3,Image,3,Neg,4
4562,U0003,M,22,1,4,Cat3_9,3,Image,3,Neg,4
4682,U0003,M,22,1,4,Cat3_10,3,Image,2,Neg,4
4802,U0003,M,22,1,4,Cat3_11,3,Rich Media,1,Neg,4
4922,U0003,M,22,1,4,Cat3_12,3,Rich Media,1,Neg,4
5042,U0003,M,22,1,4,Cat3_13,3,Rich Media,1,Neg,4
5162,U0003,M,22,1,4,Cat3_14,3,Rich Media,1,Neg,4
5282,U0003,M,22,1,4,Cat3_15,3,Rich Media,1,Neg,4
5402,U0003,M,22,1,4,Cat4_1,4,Text,1,Neg,4
5522,U0003,M,22,1,4,Cat4_2,4,Text,1,Neg,4
5642,U0003,M,22,1,4,Cat4_3,4,Text,2,Neg,4
5762,U0003,M,22,1,4,Cat4_4,4,Text,3,Neg,4
5882,U0003,M,22,1,4,Cat4_5,4,Text,5,Pos,4
6002,U0003,M,22,1,4,Cat4_6,4,Image,4,Pos,4
6122,U0003,M,22,1,4,Cat4_7,4,Image,1,Neg,4
6242,U0003,M,22,1,4,Cat4_8,4,Image,5,Pos,4
6362,U0003,M,22,1,4,Cat4_9,4,Image,3,Neg,4
6482,U0003,M,22,1,4,Cat4_10,4,Image,2,Neg,4
6602,U0003,M,22,1,4,Cat4_11,4,Rich Media,2,Neg,4
6722,U0003,M,22,1,4,Cat4_12,4,Rich Media,1,Neg,4
6842,U0003,M,22,1,4,Cat4_13,4,Rich Media,2,Neg,4
6962,U0003,M,22,1,4,Cat4_14,4,Rich Media,4,Pos,4
7082,U0003,M,22,1,4,Cat4_15,4,Rich Media,3,Neg,4
7202,U0003,M,22,1,4,Cat5_1,5,Text,5,Pos,4
7322,U0003,M,22,1,4,Cat5_2,5,Text,3,Neg,4
7442,U0003,M,22,1,4,Cat5_3,5,Text,3,Neg,4
7562,U0003,M,22,1,4,Cat5_4,5,Text,4,Pos,4
7682,U0003,M,22,1,4,Cat5_5,5,Text,4,Pos,4
7802,U0003,M,22,1,4,Cat5_6,5,Image,4,Pos,4
7922,U0003,M,22,1,4,Cat5_7,5,Image,4,Pos,4
8042,U0003,M,22,1,4,Cat5_8,5,Image,5,Pos,4
8162,U0003,M,22,1,4,Cat5_9,5,Image,2,Neg,4
8282,U0003,M,22,1,4,Cat5_10,5,Image,3,Neg,4
8402,U0003,M,22,1,4,Cat5_11,5,Rich Media,3,Neg,4
8522,U0003,M,22,1,4,Cat5_12,5,Rich Media,3,Neg,4
8642,U0003,M,22,1,4,Cat5_13,5,Rich Media,3,Neg,4
8762,U0003,M,22,1,4,Cat5_14,5,Rich Media,4,Pos,4
8882,U0003,M,22,1,4,Cat5_15,5,Rich Media,3,Neg,4
9002,U0003,M,22,1,4,Cat6_1,6,Text,4,Pos,4
9122,U0003,M,22,1,4,Cat6_2,6,Text,3,Neg,4
9242,U0003,M,22,1,4,Cat6_3,6,Text,5,Pos,4
9362,U0003,M,22,1,4,Cat6_4,6,Text,5,Pos,4
9482,U0003,M,22,1,4,Cat6_5,6,Text,2,Neg,4
9602,U0003,M,22,1,4,Cat6_6,6,Image,1,Neg,4
9722,U0003,M,22,1,4,Cat6_7,6,Image,4,Pos,4
9842,U0003,M,22,1,4,Cat6_8,6,Image,2,Neg,4
9962,U0003,M,22,1,4,Cat6_9,6,Image,5,Pos,4
10082,U0003,M,22,1,4,Cat6_10,6,Image,4,Pos,4
10202,U0003,M,22,1,4,Cat6_11,6,Rich Media,3,Neg,4
10322,U0003,M,22,1,4,Cat6_12,6,Rich Media,5,Pos,4
10442,U0003,M,22,1,4,Cat6_13,6,Rich Media,2,Neg,4
10562,U0003,M,22,1,4,Cat6_14,6,Rich Media,5,Pos,4
10682,U0003,M,22,1,4,Cat6_15,6,Rich Media,5,Pos,4
10802,U0003,M,22,1,4,Cat7_1,7,Text,5,Pos,4
10922,U0003,M,22,1,4,Cat7_2,7,Text,4,Pos,4
11042,U0003,M,22,1,4,Cat7_3,7,Text,5,Pos,4
11162,U0003,M,22,1,4,Cat7_4,7,Text,4,Pos,4
11282,U0003,M,22,1,4,Cat7_5,7,Text,5,Pos,4
11402,U0003,M,22,1,4,Cat7_6,7,Image,5,Pos,4
11522,U0003,M,22,1,4,Cat7_7,7,Image,5,Pos,4
11642,U0003,M,22,1,4,Cat7_8,7,Image,5,Pos,4
11762,U0003,M,22,1,4,Cat7_9,7,Image,5,Pos,4
11882,U0003,M,22,1,4,Cat7_10,7,Image,5,Pos,4
12002,U0003,M,22,1,4,Cat7_11,7,Rich Media,5,Pos,4
12122,U0003,M,22,1,4,Cat7_12,7,Rich Media,5,Pos,4
12242,U0003,M,22,1,4,Cat7_13,7,Rich Media,4,Pos,4
12362,U0003,M,22,1,4,Cat7_14,7,Rich Media,5,Pos,4
12482,U0003,M,22,1,4,Cat7_15,7,Rich Media,5,Pos,4
12602,U0003,M,22,1,4,Cat8_1,8,Text,2,Neg,4
12722,U0003,M,22,1,4,Cat8_2,8,Text,4,Pos,4
12842,U0003,M,22,1,4,Cat8_3,8,Text,2,Neg,4
12962,U0003,M,22,1,4,Cat8_4,8,Text,2,Neg,4
13082,U0003,M,22,1,4,Cat8_5,8,Text,4,Pos,4
13202,U0003,M,22,1,4,Cat8_6,8,Image,2,Neg,4
13322,U0003,M,22,1,4,Cat8_7,8,Image,3,Neg,4
13442,U0003,M,22,1,4,Cat8_8,8,Image,5,Pos,4
13562,U0003,M,22,1,4,Cat8_9,8,Image,2,Neg,4
13682,U0003,M,22,1,4,Cat8_10,8,Image,1,Neg,4
13802,U0003,M,22,1,4,Cat8_11,8,Rich Media,1,Neg,4
13922,U0003,M,22,1,4,Cat8_12,8,Rich Media,4,Pos,4
14042,U0003,M,22,1,4,Cat8_13,8,Rich Media,4,Pos,4
14162,U0003,M,22,1,4,Cat8_14,8,Rich Media,5,Pos,4
14282,U0003,M,22,1,4,Cat8_15,8,Rich Media,4,Pos,4
14402,U0003,M,22,1,4,Cat9_1,9,Text,5,Pos,4
14522,U0003,M,22,1,4,Cat9_2,9,Text,4,Pos,4
14642,U0003,M,22,1,4,Cat9_3,9,Text,1,Neg,4
14762,U0003,M,22,1,4,Cat9_4,9,Text,1,Neg,4
14882,U0003,M,22,1,4,Cat9_5,9,Text,2,Neg,4
15002,U0003,M,22,1,4,Cat9_6,9,Image,2,Neg,4
15122,U0003,M,22,1,4,Cat9_7,9,Image,1,Neg,4
15242,U0003,M,22,1,4,Cat9_8,9,Image,4,Pos,4
15362,U0003,M,22,1,4,Cat9_9,9,Image,3,Neg,4
15482,U0003,M,22,1,4,Cat9_10,9,Image,1,Neg,4
15602,U0003,M,22,1,4,Cat9_11,9,Rich Media,1,Neg,4
15722,U0003,M,22,1,4,Cat9_12,9,Rich Media,3,Neg,4
15842,U0003,M,22,1,4,Cat9_13,9,Rich Media,1,Neg,4
15962,U0003,M,22,1,4,Cat9_14,9,Rich Media,3,Neg,4
16082,U0003,M,22,1,4,Cat9_15,9,Rich Media,3,Neg,4
16202,U0003,M,22,1,4,Cat10_1,10,Text,5,Pos,4
16322,U0003,M,22,1,4,Cat10_2,10,Text,5,Pos,4
16442,U0003,M,22,1,4,Cat10_3,10,Text,3,Neg,4
16562,U0003,M,22,1,4,Cat10_4,10,Text,5,Pos,4
16682,U0003,M,22,1,4,Cat10_5,10,Text,5,Pos,4
16802,U0003,M,22,1,4,Cat10_6,10,Image,5,Pos,4
16922,U0003,M,22,1,4,Cat10_7,10,Image,2,Neg,4
17042,U0003,M,22,1,4,Cat10_8,10,Image,5,Pos,4
17162,U0003,M,22,1,4,Cat10_9,10,Image,1,Neg,4
17282,U0003,M,22,1,4,Cat10_10,10,Image,5,Pos,4
17402,U0003,M,22,1,4,Cat10_11,10,Rich Media,5,Pos,4
17522,U0003,M,22,1,4,Cat10_12,10,Rich Media,5,Pos,4
17642,U0003,M,22,1,4,Cat10_13,10,Rich Media,5,Pos,4
17762,U0003,M,22,1,4,Cat10_14,10,Rich Media,1,Neg,4
17882,U0003,M,22,1,4,Cat10_15,10,Rich Media,5,Pos,4
18002,U0003,M,22,1,4,Cat11_1,11,Text,3,Neg,4
18122,U0003,M,22,1,4,Cat11_2,11,Text,1,Neg,4
18242,U0003,M,22,1,4,Cat11_3,11,Text,5,Pos,4
18362,U0003,M,22,1,4,Cat11_4,11,Text,5,Pos,4
18482,U0003,M,22,1,4,Cat11_5,11,Text,3,Neg,4
18602,U0003,M,22,1,4,Cat11_6,11,Image,4,Pos,4
18722,U0003,M,22,1,4,Cat11_7,11,Image,1,Neg,4
18842,U0003,M,22,1,4,Cat11_8,11,Image,4,Pos,4
18962,U0003,M,22,1,4,Cat11_9,11,Image,4,Pos,4
19082,U0003,M,22,1,4,Cat11_10,11,Image,5,Pos,4
19202,U0003,M,22,1,4,Cat11_11,11,Rich Media,1,Neg,4
19322,U0003,M,22,1,4,Cat11_12,11,Rich Media,1,Neg,4
19442,U0003,M,22,1,4,Cat11_13,11,Rich Media,5,Pos,4
19562,U0003,M,22,1,4,Cat11_14,11,Rich Media,3,Neg,4
19682,U0003,M,22,1,4,Cat11_15,11,Rich Media,5,Pos,4
19802,U0003,M,22,1,4,Cat12_1,12,Text,4,Pos,4
19922,U0003,M,22,1,4,Cat12_2,12,Text,1,Neg,4
20042,U0003,M,22,1,4,Cat12_3,12,Text,4,Pos,4
20162,U0003,M,22,1,4,Cat12_4,12,Text,2,Neg,4
20282,U0003,M,22,1,4,Cat12_5,12,Text,4,Pos,4
20402,U0003,M,22,1,4,Cat12_6,12,Image,4,Pos,4
20522,U0003,M,22,1,4,Cat12_7,12,Image,1,Neg,4
20642,U0003,M,22,1,4,Cat12_8,12,Image,5,Pos,4
